0	1	0	1	117
1	1	0	1	975
2	1	0	1	1452
3	1	0	1	1156
4	1	0	1	1449
5	1	0	1	1484
6	1	0	1	730
7	1	0	1	342
8	1	0	1	235
9	1	0	1	864
10	1	0	1	117
11	1	0	1	975
12	1	0	1	1452
13	1	0	1	1156
14	1	0	1	1449
15	1	0	1	1484
16	1	0	1	730
17	1	0	1	342
18	1	0	1	235
19	1	0	1	864
20	1	0	1	117
21	1	0	1	975
22	1	0	1	1452
23	1	0	1	1156
24	1	0	1	1449
25	1	0	1	1484
26	1	0	1	730
27	1	0	1	342
28	1	0	1	235
29	1	0	1	864
30	1	0	1	1030
31	1	0	1	1277
32	1	0	1	728
33	1	0	1	1515
34	1	0	1	1032
35	1	0	1	565
36	1	0	1	525
37	1	0	1	1034
38	1	0	1	213
39	1	0	1	1428
40	1	0	1	1030
41	1	0	1	1277
42	1	0	1	728
43	1	0	1	1515
44	1	0	1	1032
45	1	0	1	565
46	1	0	1	525
47	1	0	1	1034
48	1	0	1	213
49	1	0	1	1428
50	1	0	1	1030
51	1	0	1	1277
52	1	0	1	728
53	1	0	1	1515
54	1	0	1	1032
55	1	0	1	565
56	1	0	1	525
57	1	0	1	1034
58	1	0	1	213
59	1	0	1	1428
60	1	0	1	1030
61	1	0	1	1277
62	1	0	1	728
63	1	0	1	1515
64	1	0	1	1032
65	1	0	1	565
66	1	0	1	525
67	1	0	1	1034
68	1	0	1	213
69	1	0	1	1428
70	2	0	1	30	1030
71	2	0	1	458	1277
72	2	0	1	670	728
73	2	0	1	1422	1515
74	2	0	1	1387	1032
75	2	0	1	1058	565
76	2	0	1	1163	525
77	2	0	1	380	1034
78	2	0	1	971	1428
79	2	0	1	489	213
80	1	0	1	1030
81	1	0	1	1277
82	1	0	1	728
83	1	0	1	1515
84	1	0	1	1032
85	1	0	1	565
86	1	0	1	525
87	1	0	1	1034
88	1	0	1	213
89	1	0	1	1428
90	2	0	1	290	1174
91	2	0	1	912	812
92	2	0	1	299	497
93	2	0	1	593	301
94	2	0	1	1101	1331
95	2	0	1	711	1200
96	2	0	1	488	126
97	2	0	1	1318	152
98	2	0	1	53	69
99	2	0	1	110	815
100	2	0	1	1493	1174
101	2	0	1	1207	812
102	2	0	1	322	497
103	2	0	1	841	301
104	2	0	1	99	1331
105	2	0	1	678	1200
106	2	0	1	978	126
107	2	0	1	496	152
108	2	0	1	1298	69
109	2	0	1	951	815
110	1	0	1	1174
111	1	0	1	812
112	1	0	1	815
113	1	0	1	497
114	1	0	1	301
115	1	0	1	1200
116	1	0	1	126
117	1	0	1	152
118	1	0	1	69
119	1	0	1	1331
120	2	0	1	290	1174
121	2	0	1	912	812
122	2	0	1	299	497
123	2	0	1	593	301
124	2	0	1	1101	1331
125	2	0	1	711	1200
126	2	0	1	488	126
127	2	0	1	1318	152
128	2	0	1	53	69
129	2	0	1	110	815
130	2	0	1	1454	1174
131	2	0	1	1373	812
132	2	0	1	567	815
133	2	0	1	1029	497
134	2	0	1	1222	301
135	2	0	1	331	1331
136	2	0	1	330	1200
137	2	0	1	771	126
138	2	0	1	1152	152
139	2	0	1	740	69
140	2	0	1	1175	1174
141	2	0	1	716	812
142	2	0	1	1079	815
143	2	0	1	46	497
144	2	0	1	961	301
145	2	0	1	223	1331
146	2	0	1	1209	1200
147	2	0	1	672	126
148	2	0	1	298	69
149	2	0	1	212	152
150	2	0	1	1477	1174
151	2	0	1	1272	812
152	2	0	1	528	815
153	2	0	1	1291	497
154	2	0	1	186	301
155	2	0	1	1338	1331
156	2	0	1	256	1200
157	2	0	1	973	152
158	2	0	1	1489	69
159	2	0	1	1520	126
160	2	0	1	5	1174
161	2	0	1	1193	812
162	2	0	1	479	815
163	2	0	1	505	497
164	2	0	1	1341	301
165	2	0	1	802	1331
166	2	0	1	712	1200
167	2	0	1	1475	152
168	2	0	1	338	69
169	2	0	1	778	126
170	2	0	1	1493	1174
171	2	0	1	1207	812
172	2	0	1	322	497
173	2	0	1	841	301
174	2	0	1	99	1331
175	2	0	1	678	1200
176	2	0	1	978	126
177	2	0	1	496	152
178	2	0	1	1298	69
179	2	0	1	951	815
180	1	0	1	1174
181	1	0	1	812
182	1	0	1	815
183	1	0	1	497
184	1	0	1	301
185	1	0	1	1200
186	1	0	1	126
187	1	0	1	152
188	1	0	1	69
189	1	0	1	1331
190	1	0	1	1097
191	1	0	1	1142
192	1	0	1	969
193	1	0	1	244
194	1	0	1	586
195	1	0	1	31
196	1	0	1	974
197	1	0	1	1368
198	1	0	1	1320
199	1	0	1	981
200	1	0	1	1097
201	1	0	1	1142
202	1	0	1	969
203	1	0	1	244
204	1	0	1	586
205	1	0	1	31
206	1	0	1	974
207	1	0	1	1368
208	1	0	1	1320
209	1	0	1	981
210	1	0	1	1097
211	1	0	1	1142
212	1	0	1	969
213	1	0	1	244
214	1	0	1	586
215	1	0	1	31
216	1	0	1	974
217	1	0	1	1368
218	1	0	1	1320
219	1	0	1	981
220	1	0	1	1122
221	1	0	1	1114
222	1	0	1	1069
223	1	0	1	729
224	1	0	1	1533
225	1	0	1	274
226	1	0	1	784
227	1	0	1	523
228	1	0	1	171
229	1	0	1	821
230	1	0	1	1122
231	1	0	1	1114
232	1	0	1	1069
233	1	0	1	729
234	1	0	1	1533
235	1	0	1	274
236	1	0	1	784
237	1	0	1	523
238	1	0	1	171
239	1	0	1	821
240	2	0	1	838	428
241	2	0	1	634	414
242	2	0	1	1051	1444
243	2	0	1	1173	513
244	2	0	1	849	494
245	2	0	1	633	1302
246	2	0	1	190	85
247	2	0	1	654	1026
248	2	0	1	1216	119
249	2	0	1	720	826
250	1	0	1	428
251	1	0	1	414
252	1	0	1	1444
253	1	0	1	513
254	1	0	1	494
255	1	0	1	1302
256	1	0	1	826
257	1	0	1	85
258	1	0	1	1026
259	1	0	1	119
260	1	0	1	35
261	1	0	1	820
262	1	0	1	459
263	1	0	1	964
264	1	0	1	368
265	1	0	1	176
266	1	0	1	1337
267	1	0	1	543
268	1	0	1	869
269	1	0	1	1432
270	1	0	1	35
271	1	0	1	820
272	1	0	1	459
273	1	0	1	964
274	1	0	1	368
275	1	0	1	176
276	1	0	1	1337
277	1	0	1	543
278	1	0	1	869
279	1	0	1	1432
280	1	0	1	838
281	1	0	1	634
282	1	0	1	1051
283	1	0	1	1173
284	1	0	1	849
285	1	0	1	633
286	1	0	1	190
287	1	0	1	654
288	1	0	1	1216
289	1	0	1	720
290	1	0	1	838
291	1	0	1	634
292	1	0	1	1051
293	1	0	1	1173
294	1	0	1	849
295	1	0	1	633
296	1	0	1	190
297	1	0	1	654
298	1	0	1	1216
299	1	0	1	720
300	1	0	1	838
301	1	0	1	634
302	1	0	1	1051
303	1	0	1	1173
304	1	0	1	849
305	1	0	1	633
306	1	0	1	190
307	1	0	1	654
308	1	0	1	1216
309	1	0	1	720
310	2	0	1	428	838
311	2	0	1	414	634
312	2	0	1	1444	1051
313	2	0	1	513	1173
314	2	0	1	494	849
315	2	0	1	1302	633
316	2	0	1	826	720
317	2	0	1	85	190
318	2	0	1	1026	654
319	2	0	1	119	1216
320	1	0	1	391
321	1	0	1	209
322	1	0	1	262
323	1	0	1	568
324	1	0	1	276
325	1	0	1	374
326	1	0	1	450
327	1	0	1	287
328	1	0	1	188
329	1	0	1	1157
330	2	0	1	1186	1014
331	2	0	1	566	813
332	2	0	1	240	803
333	2	0	1	1357	1464
334	2	0	1	196	1507
335	2	0	1	407	217
336	2	0	1	282	1322
337	2	0	1	302	1133
338	2	0	1	1496	524
339	2	0	1	1105	384
340	1	0	1	1014
341	1	0	1	813
342	1	0	1	803
343	1	0	1	1464
344	1	0	1	1507
345	1	0	1	217
346	1	0	1	1322
347	1	0	1	1133
348	1	0	1	524
349	1	0	1	384
350	2	0	1	1186	1014
351	2	0	1	566	813
352	2	0	1	240	803
353	2	0	1	1357	1464
354	2	0	1	196	1507
355	2	0	1	407	217
356	2	0	1	282	1322
357	2	0	1	302	1133
358	2	0	1	1496	524
359	2	0	1	1105	384
360	1	0	1	1014
361	1	0	1	813
362	1	0	1	803
363	1	0	1	1464
364	1	0	1	1507
365	1	0	1	217
366	1	0	1	1322
367	1	0	1	1133
368	1	0	1	524
369	1	0	1	384
370	1	0	1	1186
371	1	0	1	566
372	1	0	1	240
373	1	0	1	1357
374	1	0	1	196
375	1	0	1	407
376	1	0	1	282
377	1	0	1	302
378	1	0	1	1496
379	1	0	1	1105
380	2	0	1	1014	1186
381	2	0	1	813	566
382	2	0	1	803	240
383	2	0	1	1464	1357
384	2	0	1	1507	196
385	2	0	1	217	407
386	2	0	1	1322	282
387	2	0	1	1133	302
388	2	0	1	524	1496
389	2	0	1	384	1105
390	1	0	1	1186
391	1	0	1	566
392	1	0	1	240
393	1	0	1	1357
394	1	0	1	196
395	1	0	1	407
396	1	0	1	282
397	1	0	1	302
398	1	0	1	1496
399	1	0	1	1105
400	1	0	1	1186
401	1	0	1	566
402	1	0	1	240
403	1	0	1	1357
404	1	0	1	196
405	1	0	1	407
406	1	0	1	282
407	1	0	1	302
408	1	0	1	1496
409	1	0	1	1105
410	2	0	1	1014	1186
411	2	0	1	813	566
412	2	0	1	803	240
413	2	0	1	1464	1357
414	2	0	1	1507	196
415	2	0	1	217	407
416	2	0	1	1322	282
417	2	0	1	1133	302
418	2	0	1	524	1496
419	2	0	1	384	1105
420	2	0	1	606	1065
421	2	0	1	478	1187
422	2	0	1	1092	1143
423	2	0	1	12	336
424	2	0	1	1206	1480
425	2	0	1	425	700
426	2	0	1	1445	132
427	2	0	1	148	1146
428	2	0	1	418	15
429	2	0	1	211	1495
430	1	0	1	1065
431	1	0	1	1187
432	1	0	1	1143
433	1	0	1	336
434	1	0	1	1480
435	1	0	1	700
436	1	0	1	1146
437	1	0	1	1495
438	1	0	1	15
439	1	0	1	132
440	1	0	1	1065
441	1	0	1	1187
442	1	0	1	1143
443	1	0	1	336
444	1	0	1	1480
445	1	0	1	700
446	1	0	1	1146
447	1	0	1	1495
448	1	0	1	15
449	1	0	1	132
450	2	0	1	606	1065
451	2	0	1	478	1187
452	2	0	1	1092	1143
453	2	0	1	12	336
454	2	0	1	1206	1480
455	2	0	1	425	700
456	2	0	1	1445	132
457	2	0	1	148	1146
458	2	0	1	418	15
459	2	0	1	211	1495
