0	18
1	19
2	8
3	8
4	11
5	7
6	15
7	11
8	12
9	2
10	14
11	13
12	20
13	6
14	1
15	5
16	5
17	6
18	8
19	21
20	22
21	9
22	12
23	17
24	22
25	20
26	5
27	1
28	22
29	15
30	8
31	6
32	22
33	13
34	7
35	1
36	21
37	9
38	0
39	8
40	4
41	5
42	19
43	6
44	6
45	17
46	6
47	21
48	22
49	0
50	9
51	12
52	10
53	6
54	19
55	6
56	21
57	5
58	22
59	22
60	6
61	7
62	3
63	22
64	21
65	21
66	22
67	9
68	16
69	14
70	7
71	6
72	12
73	16
74	9
75	22
76	4
77	22
78	22
79	8
80	6
81	6
82	7
83	22
84	16
85	3
86	2
87	14
88	21
89	4
90	2
91	14
92	19
93	6
94	4
95	7
96	6
97	1
98	11
99	16
100	7
101	8
102	6
103	7
104	22
105	20
106	17
107	11
108	6
109	10
110	16
111	11
112	6
113	16
114	17
115	8
116	6
117	22
118	10
119	10
120	9
121	15
122	8
123	21
124	18
125	5
126	4
127	16
128	13
129	16
130	5
131	6
132	10
133	4
134	20
135	6
136	2
137	7
138	8
139	1
140	19
141	5
142	16
143	6
144	13
145	12
146	5
147	4
148	22
149	6
150	0
151	3
152	10
153	16
154	8
155	15
156	15
157	21
158	22
159	7
160	6
161	22
162	9
163	21
164	18
165	8
166	17
167	3
168	12
169	17
170	7
171	16
172	7
173	16
174	3
175	7
176	16
177	22
178	19
179	11
180	19
181	16
182	16
183	17
184	22
185	17
186	17
187	20
188	15
189	19
190	22
191	22
192	12
193	4
194	0
195	6
196	2
197	3
198	17
199	6
200	16
201	22
202	6
203	4
204	22
205	8
206	16
207	8
208	7
209	12
210	22
211	16
212	21
213	13
214	1
215	16
216	1
217	6
218	10
219	11
220	22
221	8
222	8
223	21
224	22
225	20
226	6
227	9
228	11
229	20
230	6
231	22
232	7
233	13
234	13
235	5
236	9
237	21
238	22
239	14
240	16
241	22
242	7
243	6
244	21
245	9
246	5
247	22
248	21
249	13
250	19
251	8
252	22
253	2
254	6
255	8
256	19
257	13
258	15
259	19
260	13
261	20
262	22
263	20
264	13
265	8
266	8
267	6
268	7
269	12
270	8
271	22
272	20
273	22
274	0
275	19
276	19
277	6
278	20
279	4
280	2
281	22
282	15
283	22
284	6
285	4
286	7
287	5
288	16
289	8
290	22
291	13
292	6
293	18
294	22
295	6
296	21
297	15
298	19
299	9
300	6
301	22
302	3
303	14
304	17
305	3
306	7
307	16
308	4
309	11
310	22
311	7
312	6
313	3
314	11
315	8
316	22
317	6
318	18
319	17
320	16
321	6
322	21
323	4
324	7
325	6
326	7
327	16
328	21
329	16
330	6
331	17
332	19
333	1
334	6
335	16
336	22
337	16
338	16
339	15
340	4
